종목코드,종목명
0106J0,대신 KOSPI200인덱스 X클래스
289040,KODEX MSCI KOREA ESG유니버설
580052,KB 인버스 2X 밀 선물 ETN
219390,RISE 미국S&P원유생산기업(합성 H)
498050,HANARO 바이오코리아액티브
0051A0,KoAct 브로드컴밸류체인액티브
266410,KODEX 필수소비재
337150,KODEX 200exTOP
130680,TIGER 원유선물Enhanced(H)
440340,TIGER 글로벌멀티에셋TIF액티브
140710,KODEX 운송
025890,한국주강
520076,미래에셋 1.5X 천연가스 선물 ETN
407820,에셋플러스 코리아플랫폼액티브
337120,KODEX 멀티팩터
108590,TREX 200
610003,메리츠 미국 인플레이션 국채 ETN(H)
289250,TIGER MSCI KOREA ESG유니버설
213630,PLUS 미국다우존스고배당주(합성 H)
520093,미래에셋 인버스 2X 은 선물 ETN B
008600,윌비스
530112,삼성 S&P500 TR ETN
468370,KODEX iShares미국인플레이션국채액티브
445910,TIGER MKF배당귀족
291130,ACE MSCI멕시코(합성)
289260,TIGER MSCI KOREA ESG리더스
276000,TIGER 글로벌자원생산기업(합성 H)
477490,에셋플러스 글로벌일등기업포커스10액티브
108675,LX하우시스우
449580,RISE 테슬라애플아마존채권혼합
0115C0,RISE 미국고배당다우존스TOP10
446700,RISE 배터리 리사이클링
0028X0,KODEX 미국금융테크액티브
009440,KC그린홀딩스
367740,HANARO Fn5G산업
104520,KIWOOM 블루칩
453630,KODEX 미국S&P500필수소비재
447660,PLUS 애플채권혼합
760021,키움 코스피200 선물 달러노출 ETN
0001P0,마이티 바이오시밀러&CDMO액티브
570071,한투 구리 선물 ETN
494420,PLUS 미국배당증가성장주데일리커버드콜
570105,한투 인버스일본니케이225선물 ETN(H)
354350,HANARO 글로벌럭셔리S&P(합성)
400570,KODEX 유럽탄소배출권선물ICE(H)
229720,KODEX KTOP30
381560,HANARO Fn전기&수소차
239660,PLUS 우량회사채50
304760,HANARO KRX300
610081,메리츠 레버리지 멕시코 페소화 ETN
0021D0,ACE TDF2030액티브
195920,TIGER 일본TOPIX(합성 H)
0094X0,1Q 샤오미밸류체인액티브
008500,일정실업
500072,신한 인버스 2X 코스닥 150 선물 ETN
183710,RISE 주식혼합
417450,RISE 글로벌수소경제
422260,VITA MZ소비액티브
461900,PLUS 미국테크TOP10
300610,TIGER K게임
005725,넥센우
500086,신한 코스닥 150 TR ETN
0105D0,SOL 한국AI소프트웨어
461910,PLUS 미국테크TOP10레버리지(합성)
225060,TIGER 이머징마켓MSCI레버리지(합성 H)
0133E0,TIGER 차이나증권
464610,SOL 의료기기소부장Fn
464600,SOL 자동차소부장Fn
404120,TIME K신재생에너지액티브
227830,PLUS 코스피
000087,하이트진로2우B
0090B0,PLUS K방산소부장
530129,삼성 인버스 2X 미국다우존스 선물 ETN
580047,KB 레버리지 항셍테크 선물 ETN(H) B
580065,KB 코스닥 150 TR ETN
530139,삼성 iSelect 조선 TOP10 TR ETN
413930,WON AI ESG액티브
204210,스타에스엠리츠
281990,RISE 중소형고배당
442550,RISE TDF2030액티브
265690,ACE 러시아MSCI(합성)
001795,대한제당우
570085,한투 블룸버그 인도네시아 대표원자재 ETN
570063,한투 베트남 VN30 선물 ETN(H)
140580,RISE 우량업종대표주
463640,KODEX 미국S&P500유틸리티
0008E0,ACE 미국중심중소형제조업
145210,다이나믹디자인
0000H0,KODEX 인도Nifty미드캡100
0086C0,TIGER 리츠부동산인프라10채권혼합액티브
453010,PLUS KOFR금리
474920,에셋플러스 차이나일등기업포커스10액티브
472720,TRUSTON 주주가치액티브
482030,KoAct 반도체&2차전지핵심소재액티브
416090,ACE 중국과창판STAR50
292050,RISE KRX300
469160,ACE 일본반도체
494180,TIME 글로벌소비트렌드액티브
530123,삼성 일본니케이225선물 ETN(H)
228820,TIGER KTOP30
610040,메리츠 인버스 2X 미국채30년 ETN(H)
001515,SK증권우
520064,미래에셋 2X 미국채울트라30년 선물 ETN
0018Z0,RISE 미국양자컴퓨팅
332610,PLUS 미국단기회사채(AAA~A)
0113G0,KoAct 미국바이오헬스케어액티브
0013P0,RISE 미국은행TOP10
152550,한국ANKOR유전
404650,SOL KRX기후변화솔루션
371870,ACE 차이나항셍테크
301400,PLUS 코스닥150
500024,신한 인버스 콩 선물 ETN(H)
432840,HANARO 미국S&P500
610025,메리츠 인버스 2X 미국채10년 ETN(H)
530137,삼성 KRX 2차전지 TOP10 TR ETN
280320,ACE 미국IT인터넷(합성 H)
0094L0,RISE 차이나테크TOP10위클리타겟커버드콜
234310,RISE V&S셀렉트밸류
520085,미래에셋 -2X 미국 AI TOP3 ETN
483330,ACE 마이크로소프트밸류체인액티브
457700,KODEX 53-09 국고채액티브
580050,KB 차이나 과창판 STAR 50 ETN
570107,한투 인버스2X일본니케이225선물 ETN(H)
496130,TRUSTON 코리아밸류업액티브
354240,RISE 미국고정배당우선증권
131890,ACE 삼성그룹동일가중
266390,KODEX 경기소비재
0153P0,ACE 리츠부동산인프라액티브
610072,메리츠 KAP 레버리지 중국 위안화 ETN
570099,한투 S&P 인버스 2X 엔달러 선물 ETN(H)
700036,하나 인버스 2X 반도체 ETN
140910,에이리츠
530120,삼성 나스닥 100 TR ETN
290080,RISE 200고배당커버드콜ATM
451600,PLUS 국고채30년액티브
530095,삼성 구리 선물 ETN(H)
404540,TIGER KRX기후변화솔루션
419420,KODEX 미국클린에너지나스닥
487950,KODEX 대만테크고배당다우존스
530121,삼성 항셍테크 TR ETN(H) B
385710,TIME K이노베이션액티브
485810,TIME 글로벌바이오액티브
395760,PLUS ESG성장주액티브
520055,미래에셋 인버스 2X 코스피200 선물 ETN
452440,VITA 밸류알파액티브
0021C0,ACE 장기자산배분액티브
373490,KODEX 코리아혁신성장액티브
435040,ACE 글로벌브랜드TOP10
280920,PLUS 주도업종
610039,메리츠 인버스 미국채30년 ETN(H)
145995,삼양사우
580054,KB 인버스 2X 콩 선물 ETN
760015,키움 레버리지 바이오TOP10 ETN
453660,KODEX 미국S&P500경기소비재
550099,N2 레버리지 천연가스 선물 ETN
33637L,솔루스첨단소재2우B
610009,메리츠 인버스 국채30년 ETN
610080,메리츠 멕시코 페소화 ETN
269370,TIGER S&P글로벌인프라(합성)
0138D0,RISE 동학개미
176950,KODEX 국채선물10년인버스
0087F0,ACE 차이나AI빅테크TOP2+액티브
760020,키움 레버리지 리츠부동산인프라 ETN
465670,TIGER 미국캐시카우100
456250,KODEX 유럽명품TOP10 STOXX
760026,키움 레버리지 전력 TOP5 ETN
137610,TIGER 농산물선물Enhanced(H)
38380K,LX홀딩스1우
428560,KODEX 미국ETF산업Top10 Indxx
084695,대상홀딩스우
484890,SOL 머니마켓액티브
0127V0,KIWOOM 미국S&P500 TOP10&배당다우비중전환
310080,RISE 중국MSCI China(H)
610024,메리츠 인버스 미국채10년 ETN(H)
004255,NPC우
117690,TIGER 차이나항셍30
004105,태양금속우
411860,KIWOOM 독일DAX
285690,FOCUS ESG리더스
610089,메리츠 솔랙티브 -2X WTI원유 선물 ETN(H)
001755,한양증권우
326230,RISE 내수주플러스
244620,KODEX 모멘텀Plus
0127T0,KIWOOM 미국S&P500&배당다우존스비중전환
463690,KODEX 미국S&P500커뮤니케이션
760006,키움 KPOP ETN
610071,메리츠 KAP 중국 위안화 ETN
570114,한투 S&P500 VIX S/T선물 ETN(H) B
006345,대원전선우
251590,PLUS 고배당저변동50
114460,ACE 국고채3년
449680,TIGER 한중전기차(합성)
500097,신한 레버리지 Russell 2000 ETN B
001067,JW중외제약2우B
292770,KODEX 국채선물3년인버스
700033,하나 K방산TOP10 ETN
0120J0,BNK 카카오그룹포커스
487910,ACE 인도컨슈머파워액티브
395150,KODEX 웹툰&드라마
395280,HANARO Fn K-게임
530064,삼성 인버스 2X 구리 선물 ETN(H)
453060,HANARO KOFR금리액티브(합성)
003075,코오롱글로벌우
580069,KB S&P 인버스 2X WTI원유 선물 ETN B
500080,신한 S&P 레버리지 유로 선물 ETN(H)
610095,메리츠 2X 천연가스 선물 ETN(H)
700030,하나 S&P 인버스 2X WTI원유 선물 ETN B
500094,신한 블룸버그 인버스2X WTI원유선물 ETN B
261110,TIGER 미국달러선물레버리지
700031,하나 레버리지 천연가스 선물 ETN(H)
215620,HK S&P코리아로우볼
700014,하나 인버스 2X 콩 선물 ETN(H)
00806K,대덕1우
580032,KB 레버리지 구리 선물 ETN(H)
253280,RISE 헬스케어
451150,에셋플러스 글로벌영에이지액티브
500078,신한 S&P 유로 선물 ETN(H)
610074,메리츠 미국채10년 ETN
379790,RISE 유로스탁스50(H)
530132,삼성 블룸버그 WTI원유 선물 ETN B
0047N0,PLUS 차이나AI테크TOP10
760019,키움 리츠부동산인프라 ETN
610049,메리츠 국채5년 ETN
610087,메리츠 솔랙티브 WTI원유 선물 ETN(H)
610096,메리츠 -2X 천연가스 선물 ETN(H)
530127,삼성 미국다우존스 TR ETN
0093B0,RISE 엔비디아고정테크100
250780,TIGER 코스닥150선물인버스
700032,하나 인버스 2X 천연가스 선물 ETN(H)
580060,KB 레버리지 미국채 10년 ETN
610045,메리츠 국채3년 ETN
580059,KB 미국채 10년 ETN
430500,KIWOOM 물가채KIS
580019,KB 인버스 2X 항셍테크 선물 ETN
466810,BNK 2차전지양극재
0127R0,RISE 미국AI클라우드인프라
500028,신한 인버스 2X 다우존스지수 선물 ETN(H)
610020,메리츠 인버스 국채10년 ETN
610077,메리츠 미국채30년 ETN
610055,메리츠 3X 레버리지 국채3년 ETN
269530,PLUS S&P글로벌인프라
550100,N2 인버스 2X 천연가스 선물 ETN
105010,TIGER 라틴35
000225,유유제약1우
0102X0,ACE 유럽방산TOP10
610057,메리츠 3X 레버리지 국채5년 ETN
520046,미래에셋 레버리지 옥수수 선물 ETN
237440,TIGER 경기방어채권혼합
570096,한투 인버스 2X 일본 엔선물 ETN
610093,메리츠 인버스 3X 일본 국채 10년 ETN
580063,KB 레버리지 미국채 10년 선물 ETN
580051,KB 레버리지 밀 선물 ETN
500079,신한 S&P 인버스 유로 선물 ETN(H)
0120X0,유진 챔피언중단기크레딧 X클래스
610070,메리츠 KAP 인버스 2X 일본 엔화 ETN
580061,KB 미국채 30년 ETN
510016,대신 천연가스 선물 ETN(H)
610035,메리츠 레버리지 대표 농산물 선물 ETN(H)
610082,메리츠 인도 루피화 ETN
279540,KODEX 최소변동성
530114,삼성 인버스 2X S&P500 선물 ETN
174350,TIGER 로우볼
457930,BNK 미래전략기술액티브
480460,WON 한국부동산TOP3플러스
230480,KIWOOM 미국달러선물인버스2X
380340,ACE 코리아AI테크핵심산업
610059,메리츠 3X 레버리지 국채10년 ETN
0073X0,FOCUS 알리바바미국채커버드콜혼합
460270,KIWOOM 미국달러SOFR금리액티브(합성)
610030,메리츠 S&P 유럽탄소배출권 선물 ETN(H)
00781K,코리아써키트2우B
570074,한투 S&P 유럽탄소배출권 선물 ETN(H)
610083,메리츠 레버리지 인도 루피화 ETN
700035,하나 인버스 2X K방산TOP10 ETN
610051,메리츠 인버스 국채5년 ETN
610068,메리츠 KAP 일본 엔화 ETN
0002C0,에셋플러스 인도일등기업포커스20액티브
399580,RISE 글로벌클린에너지
0053M0,더제이 중소형포커스액티브
140570,RISE 수출주
610092,메리츠 인버스 일본 국채 10년 ETN
181480,ACE 미국부동산리츠(합성 H)
341850,TIGER 리츠부동산인프라채권
520084,미래에셋 -2X 미국 자율주행대표기업 ETN
307510,TIGER 의료기기
225800,KIWOOM 미국달러선물레버리지
0082F0,HANARO 유럽방산
139290,TIGER 200 경기소비재
375270,RISE 글로벌데이터센터리츠(합성)
227570,TIGER 우량가치
166400,TIGER 200커버드콜OTM
610056,메리츠 인버스 3X 국채3년 ETN
368680,KODEX K-뉴딜디지털플러스
610058,메리츠 인버스 3X 국채5년 ETN
001065,JW중외제약우
610084,메리츠 미국채30년 스트립 ETN(H)
580064,KB 인버스 2X 미국채 10년 선물 ETN
500081,신한 S&P 인버스 2X 유로 선물 ETN(H)
012205,계양전기우
580062,KB 레버리지 미국채 30년 ETN
004835,덕성우
483020,KIWOOM 의료AI
450180,KODEX 한중전기차(합성)
0004G0,1Q 미국배당TOP30
277650,TIGER 코스피중형주
487920,ACE 인도시장대표BIG5그룹액티브
494340,ACE 글로벌AI맞춤형반도체
433250,UNICORN R&D 액티브
225050,TIGER 유로스탁스레버리지(합성 H)
610060,메리츠 인버스 3X 국채10년 ETN
610090,메리츠 일본 국채 10년 ETN
435550,KIWOOM TDF2050액티브
570111,한투 3X레버리지미국채30년 ETN
451670,RISE 국채30년레버리지(합성)
429740,PLUS K리츠
500063,신한 인버스 코스닥 150 선물 ETN
291630,KIWOOM 코스닥150선물레버리지
489860,KIWOOM 글로벌전력GRID인프라
610086,메리츠 인버스2X 미국채30년 스트립 ETN(H)
270800,RISE KQ고배당
570094,한투 일본 엔선물 ETN C
0084D0,KIWOOM 미국테크100월간목표헤지액티브
488290,마이다스 일본테크액티브
570109,한투 레버리지미국채30년 ETN
227550,TIGER 200 산업재
550095,N2 레버리지 국채10년 ETN
520040,미래에셋 인버스 코스닥150 선물 ETN
0154H0,KoAct 차이나바이오헬스케어액티브
530141,삼성 중국 자동차 TOP5 TR ETN(H)
610094,메리츠 천연가스 선물 ETN(H)
497510,ACE 글로벌빅파마
760014,키움 바이오TOP10 ETN
580055,KB 블룸버그 레버리지 천연가스 선물 ETN
243890,TIGER 200에너지화학레버리지
530135,삼성 인버스 China A50 선물 ETN(H) B
381570,HANARO Fn친환경에너지
610076,메리츠 인버스 3X 미국채10년 ETN
0155N0,HANARO K휴머노이드테마TOP10
610091,메리츠 3X 레버리지 일본 국채 10년 ETN
497520,ACE 일라이릴리밸류체인
438740,마이다스 중소형액티브
700011,하나 레버리지 옥수수 선물 ETN(H)
0005C0,RISE 미국S&P500엔화노출(합성 H)
610079,메리츠 인버스 3X 미국채30년 ETN
530142,삼성 중국 AI 테크 TOP5 TR ETN(H)
429010,TIGER 미국나스닥넥스트100
0036Z0,RISE 미국천연가스밸류체인
390400,KODEX 미국스마트모빌리티S&P
391600,ACE 미국친환경그린테마
139240,TIGER 200 철강소재
494210,SOL 미국500타겟데일리커버드콜액티브
610034,메리츠 대표 농산물 선물 ETN(H)
004985,성신양회우
570101,한투 인버스 나스닥100 ETN B
462340,에셋플러스 글로벌다이나믹시니어액티브
0131A0,SOL 차이나소비트렌드
435540,KIWOOM TDF2040액티브
499150,SOL 미국S&P500엔화노출(H)
315270,TIGER 200커뮤니케이션서비스
429980,SOL 한국형글로벌전기차&2차전지액티브
500098,신한 인버스 2X Russell 2000 ETN B
217780,TIGER 차이나CSI300인버스(합성)
550096,N2 레버리지 국채30년 ETN
182490,TIGER 단기선진하이일드(합성 H)
291890,KODEX MSCI EM선물(H)
760010,키움 2차전지산업 ETN
570097,한투 S&P 엔달러 선물 ETN(H)
0132D0,KoAct 글로벌K컬처밸류체인액티브
760025,키움 전력 TOP5 ETN
580053,KB 레버리지 콩 선물 ETN
570108,한투 레버리지국채30년 ETN
000325,노루홀딩스우
488200,KIWOOM K-2차전지북미공급망
306530,HANARO 코스닥150선물레버리지
570095,한투 레버리지 일본 엔선물 ETN C
500061,신한 인버스 코스피 200 선물 ETN
610062,메리츠 인버스 3X 국채30년 ETN
520038,미래에셋 인버스 코스피200 선물 ETN
413220,SOL 차이나태양광CSI(합성)
244670,KODEX 밸류Plus
500036,신한 인버스 2X 미국달러 선물 ETN
488480,RISE 일본섹터TOP4Plus
402460,HANARO Fn K-메타버스MZ
580035,KB S&P 유럽탄소배출권 선물 ETN(H)
500068,신한 인버스 2X 10년 국채선물 ETN
0078V0,PLUS 미국로보택시
219900,ACE 중국본토CSI300레버리지(합성)
570092,한투 인버스 2X 유로스탁스50 ETN(H) B
610073,메리츠 KAP 인버스 2X 중국 위안화 ETN
435530,KIWOOM TDF2030액티브
500067,신한 레버리지 10년 국채선물 ETN
760027,키움 인버스 2X 전력 TOP5 ETN
395750,PLUS ESG가치주액티브
256450,PLUS 심천차이넥스트(합성)
334690,RISE 팔라듐선물(H)
550043,N2 인버스 레버리지 WTI원유 선물 ETN(H)
316300,ACE 싱가포르리츠
217770,TIGER 원유선물인버스(H)
189400,PLUS 글로벌MSCI(합성 H)
26490K,크라운제과우
570073,한투 인버스 2X 구리 선물 ETN
295000,RISE 국채선물10년
314700,HANARO 농업융복합산업
530096,삼성 인버스 구리 선물 ETN(H)
304670,KODEX 미국30년국채울트라선물인버스(H)
407300,HANARO Fn골프테마
437370,RISE 글로벌농업경제
456200,PLUS 미국달러SOFR금리액티브(합성)
760028,키움 인버스 2X 반도체TOP10 ETN
474390,SOL 국고채30년액티브
570091,한투 인버스 유로스탁스50 ETN(H) C
510043,대신 인버스 천연가스 선물 ETN(H) B
610023,메리츠 레버리지 미국채10년 ETN(H)
0015E0,KIWOOM 엔비디아미국30년국채혼합액티브(H)
530125,삼성 인버스 2X 일본니케이225선물 ETN(H)
570098,한투 S&P 레버리지 엔달러 선물 ETN(H)
570110,한투 3X레버리지국채30년 ETN
610067,메리츠 블룸버그 2X 천연가스선물 ETN(H) B
520069,미래에셋 -2X 홍콩H 선물 ETN(H)
580040,KB 인버스 2X KOSPI 200 선물 ETN
090355,노루페인트우
400590,SOL 글로벌탄소배출권선물ICE(합성)
530090,삼성 인버스 은 선물 ETN(H)
000545,흥국화재우
138920,KODEX 콩선물(H)
427120,RISE AI플랫폼
550070,N2 인버스 레버리지 구리 선물 ETN(H)
261920,ACE MSCI필리핀(합성)
610029,메리츠 인버스 2X 구리 선물 ETN(H)
570064,한투 인버스 베트남 VN30 선물 ETN(H)
550098,N2 인버스 2X 코스닥150 선물 ETN
476000,UNICORN 포스트IPO액티브
220130,SOL 차이나강소기업CSI500(합성 H)
469530,RISE 미국달러선물인버스
007575,일양약품우
530122,삼성 인버스 2X 항셍테크 TR ETN(H) B
225030,TIGER 미국S&P500선물인버스(H)
483030,KIWOOM 미국블록버스터바이오테크의약품+
289670,PLUS 국채선물10년
36328K,티와이홀딩스우
0114X0,RISE 글로벌게임테크TOP3Plus
530060,삼성 코스피 양매도 5% OTM ETN
432600,RISE 국채선물3년
000145,하이트진로홀딩스우
570056,한투 인버스 금 선물 ETN
490330,KoAct 미국치매&뇌질환치료제액티브
0128D0,PLUS 차이나항셍테크위클리타겟커버드콜
321410,KODEX 멀티에셋하이인컴(H)
244660,KODEX 퀄리티Plus
397420,RISE 국채선물5년추종
267450,RISE 미국장기국채선물인버스(H)
267440,RISE 미국장기국채선물(H)
476310,RISE 글로벌비만산업TOP2+
498610,RISE 인도디지털성장
570066,한투 인버스 2X 베트남 VN30 선물 ETN(H)
530056,삼성 인버스 2X 금 선물 ETN(H)
460280,KIWOOM Fn유전자혁신기술
400580,SOL 유럽탄소배출권선물S&P(H)
510027,대신 인버스 2X 코스닥 150 선물 ETN
401590,HANARO 글로벌탄소배출권선물ICE(합성)
226380,ACE Fn성장소비주도주
580044,KB 인버스 2X KOSDAQ 150 선물 ETN
227560,TIGER 200 생활소비재
0015K0,TIGER 미국소비트렌드액티브
252420,RISE 200선물인버스2X
500041,신한 인버스 2X 구리 선물 ETN
394350,KIWOOM 글로벌퓨처모빌리티
266550,PLUS 중형주저변동50
373790,KIWOOM 미국방어배당성장나스닥
205720,ACE 일본TOPIX인버스(합성 H)
005745,크라운해태홀딩스우
760024,키움 인버스 2X K방산 TOP5 ETN
0050E0,PLUS 미국AI에이전트
530094,삼성 인버스 코스닥 150 선물 ETN
014825,동원시스템즈우
0010E0,ACE FTSE WGBI Korea
005965,동부건설우
580017,KB 인버스 2X S&P 500 선물 ETN
009415,태영건설우
002995,금호건설우
014285,금강공업우
491630,RISE 미국반도체인버스(합성 H)
530084,삼성 인버스 금 선물 ETN(H)
008355,남선알미우
570023,한투 인버스 2X S&P500 선물 ETN(H)
488210,KIWOOM K-반도체북미공급망
267490,RISE 미국장기국채선물레버리지(합성 H)
004545,깨끗한나라우
238670,PLUS 스마트베타Quality채권혼합
530062,삼성 인버스 2X 은 선물 ETN(H)
145670,ACE 인버스
530092,삼성 인버스 코스피 200 선물 ETN
291680,RISE 차이나H선물인버스(H)
252410,RISE 200선물인버스
0079X0,ACE BYD밸류체인액티브
700025,하나 블룸버그 2X 천연가스 선물 ETN(H) B
470310,UNICORN 생성형AI강소기업액티브
454180,KIWOOM 차이나내수소비TOP CSI
570060,한투 인버스 2X 금 선물 ETN
000227,유유제약2우B
424460,HANARO 글로벌워터MSCI(합성)
426330,KIWOOM 미국ETF산업STOXX
011155,CJ씨푸드1우
280940,KODEX 골드선물인버스(H)
500051,신한 인버스 2X S&P500 선물 ETN
002785,진흥기업우B
580033,KB 인버스 2X 구리 선물 ETN(H)
001525,동양우
004415,서울식품우
610013,메리츠 인버스 2X 금 선물 ETN(H)
570058,한투 인버스 은 선물 ETN
014915,성문전자우
001527,동양2우B
550063,N2 인버스 레버리지 금 선물 ETN(H)
489010,PLUS 글로벌AI인프라
441330,KIWOOM 차이나A50커넥트MSCI
253230,KIWOOM 200선물인버스2X
002787,진흥기업2우B
253160,PLUS 200선물인버스2X
412560,TIGER BBIG레버리지
465620,ACE 미국빅테크TOP7 Plus인버스(합성)
291620,KIWOOM 코스닥150선물인버스
253240,KIWOOM 200선물인버스
700018,하나 인버스 2X 코스닥150 선물 ETN
472350,1Q 차이나H(H)
334700,RISE 팔라듐선물인버스(H)
275750,RISE 코스닥150선물인버스
500030,신한 인버스 2X 은 선물 ETN(H)
580023,KB 인버스 2X 금 선물 ETN(H)
500070,신한 인버스 2X 코스피 200 선물 ETN
306520,HANARO 200선물인버스
570070,한투 인버스 2X 플래티넘 선물 ETN
301410,PLUS 코스닥150선물인버스
500038,신한 인버스 2X 금 선물 ETN
